City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
279,medicine hat,CA,50.0501,-110.6683,39.72,77,100,4.0,overcast clouds,0.0,0.0
280,peleduy,RU,59.6289,112.7406,35.11,76,100,9.91,overcast clouds,0.0,0.0
281,jawhar,SO,2.7809,45.5005,92.75,47,86,19.75,overcast clouds,0.0,0.0
282,clyde river,CA,70.4692,-68.5914,20.66,77,16,4.38,few clouds,0.0,0.0
283,praia,CV,14.9215,-23.5087,79.34,57,40,19.57,scattered clouds,0.0,0.0
284,tancheng,CN,27.4375,115.4976,69.53,96,100,1.36,light rain,0.13,0.0
285,tateyama,JP,34.9833,139.8667,61.11,70,80,12.37,broken clouds,0.0,0.0
286,boca do acre,BR,-8.7522,-67.3978,75.43,73,99,1.77,overcast clouds,0.0,0.0
287,verkhnevilyuysk,RU,63.4453,120.3167,34.57,84,52,8.9,broken clouds,0.0,0.0
288,zhezkazgan,KZ,47.8043,67.7144,58.98,33,40,26.84,scattered clouds,0.0,0.0
289,morgan city,US,29.6994,-91.2068,78.01,86,14,4.36,few clouds,0.0,0.0
290,namatanai,PG,-3.6667,152.4333,80.98,81,99,10.87,overcast clouds,0.0,0.0
291,turki,RU,51.987,43.2731,61.34,31,0,2.1,clear sky,0.0,0.0
292,kabinda,CD,-6.1333,24.4833,86.92,40,100,5.39,overcast clouds,0.0,0.0
293,san jose,US,37.3394,-121.895,50.99,62,20,10.36,few clouds,0.0,0.0
294,shubarkuduk,KZ,49.1447,56.4872,62.91,31,100,19.66,overcast clouds,0.0,0.0
295,lompoc,US,34.6391,-120.4579,48.92,80,0,28.01,clear sky,0.0,0.0
296,andenes,NO,69.3143,16.1194,35.58,75,100,20.71,overcast clouds,0.0,0.0
297,mayo,US,38.8876,-76.5119,48.61,84,100,8.05,overcast clouds,0.0,0.0
298,gizo,SB,-8.103,156.8419,82.54,78,96,5.79,light rain,0.23,0.0
299,dolores,AR,-36.3132,-57.6792,62.82,78,2,12.97,clear sky,0.0,0.0
300,hamilton,US,39.1834,-84.5333,55.26,73,0,9.22,clear sky,0.0,0.0
301,fukuma,JP,33.7667,130.4667,64.4,69,4,6.73,clear sky,0.0,0.0
302,mataram,ID,-8.5833,116.1167,77.81,87,92,3.22,overcast clouds,0.0,0.0
303,te anau,NZ,-45.4167,167.7167,50.83,92,100,1.12,light rain,0.13,0.0
304,gao,ML,16.6362,1.637,106.03,6,3,10.51,clear sky,0.0,0.0
305,honiara,SB,-9.4333,159.95,78.17,89,48,7.2,scattered clouds,0.0,0.0
306,lugo,ES,43.0,-7.5,79.77,34,16,1.99,few clouds,0.0,0.0
307,lucapa,AO,-8.4192,20.7447,86.94,36,100,4.45,overcast clouds,0.0,0.0
308,santiago de cao,PE,-7.9589,-79.2392,60.93,94,100,9.22,mist,0.0,0.0
309,corpus christi,US,27.8006,-97.3964,80.64,86,20,13.8,few clouds,0.0,0.0
310,kalmunai,LK,7.4167,81.8167,84.61,74,100,6.49,light rain,0.18,0.0
311,minna,NG,9.6139,6.5569,103.42,27,64,4.45,broken clouds,0.0,0.0
312,maniitsoq,GL,65.4167,-52.9,31.93,61,5,8.86,clear sky,0.0,0.0
313,tiksi,RU,71.6872,128.8694,6.98,91,36,4.36,scattered clouds,0.0,0.0
314,mahajanga,MG,-15.7167,46.3167,88.68,52,23,3.94,few clouds,0.0,0.0
315,vanimo,PG,-2.6741,141.3028,80.29,89,93,8.28,overcast clouds,0.0,0.0
316,tabou,CI,4.423,-7.3528,81.93,82,100,8.16,moderate rain,1.93,0.0
317,lorengau,PG,-2.0226,147.2712,83.93,72,100,15.17,overcast clouds,0.0,0.0
318,katobu,ID,-4.9408,122.5276,76.68,94,100,4.23,overcast clouds,0.0,0.0
319,morondava,MG,-20.2833,44.2833,80.67,68,0,11.61,clear sky,0.0,0.0
320,oistins,BB,13.0667,-59.5333,80.69,78,40,13.8,scattered clouds,0.0,0.0
321,rivera,UY,-30.9053,-55.5508,59.29,83,12,7.65,few clouds,0.0,0.0
322,moose factory,CA,51.2585,-80.6094,49.75,45,85,8.16,overcast clouds,0.0,0.0
323,taoudenni,ML,22.6783,-3.9836,99.09,5,76,15.64,broken clouds,0.0,0.0
324,samfya,ZM,-11.3649,29.5565,79.95,45,68,3.47,broken clouds,0.0,0.0
325,aksu,CN,41.1231,80.2644,84.94,17,0,3.24,clear sky,0.0,0.0
326,along,IN,28.1667,94.7667,73.62,90,6,1.36,clear sky,0.0,0.0
327,sandi,IN,27.3,79.95,101.43,11,0,10.33,clear sky,0.0,0.0
328,ola,RU,59.5833,151.2833,31.39,89,60,5.73,broken clouds,0.0,0.0
329,marystown,CA,47.1666,-55.1483,45.86,100,1,3.0,clear sky,0.0,0.0
330,ketchikan,US,55.3422,-131.6461,44.58,81,75,6.91,broken clouds,0.0,0.0
331,nguruka,TZ,-5.1092,31.0419,82.31,49,96,6.29,overcast clouds,0.0,0.0
332,hambantota,LK,6.1241,81.1185,88.14,84,75,11.5,light rain,0.87,0.0
333,envira,BR,-7.3,-70.2167,76.69,78,83,3.47,broken clouds,0.0,0.0
334,catumbela,AO,-12.4314,13.5472,83.41,67,98,9.66,overcast clouds,0.0,0.0
335,boende,CD,-0.2167,20.8667,81.88,71,100,4.41,light rain,0.2,0.0
336,leh,IN,34.1667,77.5833,52.25,42,82,3.96,broken clouds,0.0,0.0
337,skjervoy,NO,70.0311,20.9714,37.4,63,100,25.88,overcast clouds,0.0,0.0
338,yakeshi,CN,49.2833,120.7333,53.35,24,8,7.78,clear sky,0.0,0.0
339,lavrentiya,RU,65.5833,-171.0,29.55,98,100,6.31,snow,0.0,1.4
340,sungurlu,TR,40.1675,34.3739,59.23,46,70,2.42,broken clouds,0.0,0.0
341,talnakh,RU,69.4865,88.3972,13.86,96,7,4.05,clear sky,0.0,0.0
342,rio gallegos,AR,-51.6226,-69.2181,41.05,81,20,14.97,few clouds,0.0,0.0
343,makakilo city,US,21.3469,-158.0858,73.72,70,0,10.36,clear sky,0.0,0.0
344,mount gambier,AU,-37.8333,140.7667,44.51,100,75,0.0,fog,0.0,0.0
345,oum hadjer,TD,13.2954,19.6966,106.57,10,6,5.14,clear sky,0.0,0.0
346,bilsi,IN,28.1333,78.9167,100.51,11,0,7.52,clear sky,0.0,0.0
347,sinnamary,GF,5.3833,-52.95,81.28,81,27,12.57,scattered clouds,0.0,0.0
348,dangriga,BZ,16.9692,-88.2321,81.52,86,56,0.2,broken clouds,0.0,0.0
349,dymer,UA,50.7865,30.3026,71.85,54,100,10.92,overcast clouds,0.0,0.0
350,baykit,RU,61.67,96.37,26.71,80,96,11.92,overcast clouds,0.0,0.0
351,gidole,ET,5.65,37.3667,72.5,49,76,5.26,broken clouds,0.0,0.0
352,broome,US,42.2506,-75.833,51.48,46,0,13.8,clear sky,0.0,0.0
353,sept-iles,CA,50.2001,-66.3821,39.76,71,100,2.64,overcast clouds,0.0,0.0
354,ahuimanu,US,21.4447,-157.8378,74.91,75,75,10.36,broken clouds,0.0,0.0
355,cartagena del chaira,CO,1.3349,-74.8429,73.44,94,77,0.13,broken clouds,0.0,0.0
356,manacapuru,BR,-3.2997,-60.6206,78.37,88,87,2.17,overcast clouds,0.0,0.0
357,manzhouli,CN,49.6,117.4333,56.35,21,8,8.9,clear sky,0.0,0.0
358,maragogi,BR,-9.0122,-35.2225,81.27,76,24,7.36,few clouds,0.0,0.0
359,craig,US,40.5153,-107.5464,44.22,93,75,0.0,broken clouds,0.0,0.0
360,taonan,CN,45.3333,122.7833,61.57,12,0,4.16,clear sky,0.0,0.0
361,paita,PE,-5.0892,-81.1144,66.94,83,50,11.74,scattered clouds,0.0,0.0
362,decatur,US,39.8403,-88.9548,56.98,71,0,13.8,clear sky,0.0,0.0
363,matagami,CA,49.7502,-77.6328,47.12,48,20,6.62,few clouds,0.0,0.0
364,martapura,ID,-3.4167,114.85,78.89,94,40,4.61,thunderstorm,3.16,0.0
365,turukhansk,RU,65.8167,87.9833,25.65,83,93,14.45,overcast clouds,0.0,0.0
366,port hedland,AU,-20.3167,118.5667,75.25,69,100,3.44,overcast clouds,0.0,0.0
367,antofagasta,CL,-23.65,-70.4,65.48,72,0,1.43,clear sky,0.0,0.0
368,pevek,RU,69.7008,170.3133,24.94,96,100,10.92,overcast clouds,0.0,0.0
369,kiunga,PG,-6.1219,141.2906,77.95,93,100,1.19,overcast clouds,0.0,0.0
370,mineral wells,US,32.8085,-98.1128,75.22,88,0,13.8,mist,0.0,0.0
371,san policarpo,PH,12.1791,125.5072,82.24,77,18,14.34,few clouds,0.0,0.0
372,vila,PT,42.0304,-8.1588,76.69,36,7,4.07,clear sky,0.0,0.0
373,raudeberg,NO,61.9875,5.1352,48.87,64,33,11.83,scattered clouds,0.0,0.0
374,roald,NO,62.5833,6.1333,50.92,43,0,8.05,clear sky,0.0,0.0
375,aklavik,CA,68.2191,-135.0107,28.38,94,23,9.06,few clouds,0.0,0.0
376,saint-pierre,RE,-21.3393,55.4781,82.08,61,75,5.75,broken clouds,0.0,0.0
377,talara,PE,-4.5772,-81.2719,68.76,77,0,26.46,clear sky,0.0,0.0
378,gejiu,CN,23.306,103.1635,59.7,81,91,3.94,overcast clouds,0.0,0.0
379,sal rei,CV,16.1833,-22.9167,77.2,61,20,21.85,few clouds,0.0,0.0
380,abu samrah,SY,35.3029,37.1841,74.7,26,20,7.9,few clouds,0.0,0.0
381,teknaf,BD,20.8624,92.3058,83.43,74,79,5.57,broken clouds,0.0,0.0
382,usinsk,RU,65.9939,57.5281,50.85,86,74,16.26,light rain,0.9,0.0
383,havoysund,NO,70.9963,24.6622,35.83,68,100,16.55,overcast clouds,0.0,0.0
384,ust-tsilma,RU,65.441,52.1498,56.39,73,57,12.35,light rain,0.68,0.0
385,portsmouth,GB,50.799,-1.0913,68.13,69,31,7.0,scattered clouds,0.0,0.0
386,sobolevo,RU,54.4299,31.8996,57.06,73,100,9.89,overcast clouds,0.0,0.0
387,ornskoldsvik,SE,63.2909,18.7153,49.15,29,40,17.27,scattered clouds,0.0,0.0
388,rawson,AR,-43.3002,-65.1023,68.11,43,100,31.76,overcast clouds,0.0,0.0
389,samarai,PG,-10.6167,150.6667,82.67,81,98,14.41,overcast clouds,0.0,0.0
390,kolpashevo,RU,58.3131,82.9089,41.04,39,5,7.43,clear sky,0.0,0.0
391,pangnirtung,CA,66.1451,-65.7125,22.86,75,6,2.91,clear sky,0.0,0.0
392,cap-aux-meules,CA,47.3821,-61.8597,37.17,84,4,11.95,clear sky,0.0,0.0
393,ust-ishim,RU,57.6935,71.1665,59.77,49,98,2.13,overcast clouds,0.0,0.0
394,bengkulu,ID,-3.8004,102.2655,80.46,78,78,1.88,broken clouds,0.0,0.0
395,tilichiki,RU,60.4667,166.1,25.95,88,100,1.59,overcast clouds,0.0,0.0
396,coihaique,CL,-45.5752,-72.0662,43.9,90,23,12.93,few clouds,0.0,0.0
397,sumbe,AO,-11.2061,13.8437,82.4,71,100,9.13,overcast clouds,0.0,0.0
398,nongstoin,IN,25.5167,91.2667,65.19,90,14,1.14,few clouds,0.0,0.0
399,biak,ID,-0.9131,122.8766,78.53,86,100,5.61,overcast clouds,0.0,0.0
400,korcula,HR,42.9622,17.1369,65.71,63,26,4.85,scattered clouds,0.0,0.0
401,tuy hoa,VN,13.0833,109.3,78.28,90,100,2.57,light rain,0.11,0.0
402,tutoia,BR,-2.7619,-42.2744,80.83,87,99,4.41,overcast clouds,0.0,0.0
403,williams lake,CA,52.1415,-122.1445,33.87,87,84,3.44,broken clouds,0.0,0.0
404,tumpat,MY,6.1978,102.171,81.64,87,93,14.41,heavy intensity rain,11.32,0.0
405,mao,ES,39.8885,4.2658,72.16,46,20,17.27,few clouds,0.0,0.0
406,katima mulilo,NA,-17.5,24.2667,88.14,17,11,6.15,few clouds,0.0,0.0
407,olot,ES,42.181,2.4901,75.79,27,75,1.99,broken clouds,0.0,0.0
408,nichinan,JP,31.6,131.3667,65.44,86,95,1.19,overcast clouds,0.0,0.0
409,catuday,PH,16.2923,119.8062,83.05,75,57,8.01,broken clouds,0.0,0.0
410,sao jose da coroa grande,BR,-8.8978,-35.1478,81.52,74,28,8.48,scattered clouds,0.0,0.0
411,grand gaube,MU,-20.0064,57.6608,79.38,71,2,8.01,clear sky,0.0,0.0
412,sakakah,SA,29.9697,40.2064,81.72,10,1,12.95,clear sky,0.0,0.0
413,hay river,CA,60.8156,-115.7999,33.46,99,100,10.16,snow,0.0,0.58
414,oriximina,BR,-1.7656,-55.8661,73.47,97,100,3.91,overcast clouds,0.0,0.0
415,suclayin,PH,15.7568,121.5503,78.82,90,60,4.23,broken clouds,0.0,0.0
416,abdulino,RU,53.7,53.6667,59.65,30,100,8.72,overcast clouds,0.0,0.0
417,camacha,PT,33.0833,-16.3333,63.82,59,75,13.8,broken clouds,0.0,0.0
418,oktyabrskoye,RU,43.0645,44.7417,44.74,87,100,8.95,overcast clouds,0.0,0.0
419,habiganj,BD,24.3833,91.4167,88.57,47,1,4.56,clear sky,0.0,0.0
420,walvis bay,NA,-22.9575,14.5053,58.08,40,0,9.08,clear sky,0.0,0.0
421,santa cruz,BO,-17.8,-63.1667,78.85,50,20,9.22,few clouds,0.0,0.0
422,fort nelson,CA,58.8053,-122.7002,33.39,93,100,13.8,light snow,0.0,0.0
423,vila do maio,CV,15.1333,-23.2167,79.59,81,15,20.89,few clouds,0.0,0.0
424,arkhangelsk,RU,64.5401,40.5433,42.91,56,40,13.42,scattered clouds,0.0,0.0
425,mount isa,AU,-20.7333,139.5,71.37,53,3,12.66,clear sky,0.0,0.0
426,qobustan,AZ,40.0824,49.412,60.26,68,92,13.8,light rain,0.27,0.0
427,luganville,VU,-15.5333,167.1667,77.63,80,47,13.91,scattered clouds,0.0,0.0
428,kalbay,PH,5.7233,125.4986,80.24,86,100,11.16,moderate rain,3.16,0.0
429,alibag,IN,18.6411,72.8792,87.87,75,15,15.01,few clouds,0.0,0.0
430,port macquarie,AU,-31.4333,152.9167,48.88,73,0,5.97,clear sky,0.0,0.0
431,banepa,NP,27.6298,85.5214,68.32,78,75,5.75,broken clouds,0.0,0.0
432,fukue,JP,32.6881,128.8419,63.57,76,100,14.14,overcast clouds,0.0,0.0
433,luderitz,NA,-26.6481,15.1594,73.27,33,0,12.73,clear sky,0.0,0.0
434,shimoda,JP,34.6667,138.95,61.11,84,84,11.43,broken clouds,0.0,0.0
435,buluang,PH,13.3068,123.3425,78.37,83,1,5.44,clear sky,0.0,0.0
436,yuci,CN,37.6803,112.7319,51.55,71,20,11.18,haze,0.0,0.0
437,vestmannaeyjar,IS,63.4427,-20.2734,50.99,87,75,27.63,broken clouds,0.0,0.0
438,loandjili,CG,-4.7561,11.8578,81.32,78,56,9.24,broken clouds,0.0,0.0
439,cilegon,ID,-6.0174,106.0538,82.51,76,100,6.26,overcast clouds,0.0,0.0
440,juruti,BR,-2.1522,-56.0922,74.3,97,100,4.99,overcast clouds,0.0,0.0
441,satuk,TR,41.2263,32.3836,58.78,53,18,6.42,few clouds,0.0,0.0
442,nizhniy kuranakh,RU,58.8353,125.4869,34.45,97,100,1.45,overcast clouds,0.0,0.0
443,hauterive,FR,46.0901,3.4459,72.36,38,51,8.72,broken clouds,0.0,0.0
444,gubkinskiy,RU,64.434,76.5026,33.24,100,100,10.4,overcast clouds,0.0,0.0
445,banda aceh,ID,5.5577,95.3222,82.42,79,100,12.35,overcast clouds,0.0,0.0
446,kargat,RU,55.1956,80.2811,45.39,70,94,7.56,overcast clouds,0.0,0.0
447,miri,MY,4.4148,114.0089,80.96,80,100,2.89,moderate rain,1.19,0.0
448,nicoya,CR,10.1483,-85.452,80.28,81,51,0.85,broken clouds,0.0,0.0
449,oskaloosa,US,41.2964,-92.6444,59.41,63,0,19.57,clear sky,0.0,0.0
450,acapulco,MX,16.8634,-99.8901,73.22,88,20,0.0,few clouds,0.0,0.0
451,shalakusha,RU,62.2247,40.2539,39.06,96,100,5.14,overcast clouds,0.0,0.0
452,belaya gora,RU,68.5333,146.4167,12.58,92,75,4.32,broken clouds,0.0,0.0
453,kilindoni,TZ,-7.9139,39.6668,81.12,74,32,15.86,scattered clouds,0.0,0.0
454,vite,IN,17.2833,74.55,98.26,17,100,6.55,overcast clouds,0.0,0.0
455,kapoeta,SS,4.7717,33.5903,93.02,34,100,8.19,overcast clouds,0.0,0.0
456,arnold,GB,53.0,-1.1333,65.5,69,83,5.39,broken clouds,0.0,0.0
457,naryan-mar,RU,67.6713,53.087,37.27,100,100,7.76,light rain,0.15,0.0
458,bilma,NE,18.6853,12.9164,106.65,8,100,7.74,overcast clouds,0.0,0.0
459,zemio,CF,5.0314,25.1361,95.92,32,99,2.73,overcast clouds,0.0,0.0
460,khash,IR,28.2211,61.2158,92.35,9,10,19.15,clear sky,0.0,0.0
461,banda,IN,25.4833,80.3333,104.67,9,0,11.21,clear sky,0.0,0.0
462,terney,RU,45.0503,136.6092,41.97,75,32,7.72,scattered clouds,0.0,0.0
463,champerico,GT,14.3,-91.9167,77.54,80,100,6.53,overcast clouds,0.0,0.0
464,watsa,CD,3.0372,29.5355,87.19,40,79,3.78,broken clouds,0.0,0.0
465,koson,UZ,39.0375,65.585,100.72,13,10,10.27,clear sky,0.0,0.0
466,veseloyarsk,RU,51.2836,81.1056,51.94,28,0,7.99,clear sky,0.0,0.0
467,pisco,PE,-13.7,-76.2167,64.45,82,67,4.61,mist,0.0,0.0
468,trairi,BR,-3.2778,-39.2689,76.96,92,100,10.07,overcast clouds,0.0,0.0
469,port hardy,CA,50.6996,-127.4199,41.79,84,100,4.81,overcast clouds,0.0,0.0
470,mantua,IT,45.1667,10.7833,71.1,66,100,8.99,overcast clouds,0.0,0.0
471,pfullendorf,DE,47.9167,9.25,61.25,71,95,10.36,overcast clouds,0.0,0.0
472,arkhangelskoye,RU,55.8549,35.3287,50.86,89,100,8.34,overcast clouds,0.0,0.0
473,pakxan,LA,18.3778,103.6601,78.37,75,70,2.35,broken clouds,0.0,0.0
474,ca mau,VN,9.1769,105.15,82.09,79,100,8.34,moderate rain,2.73,0.0
475,wukari,NG,7.85,9.7833,87.69,55,100,3.56,overcast clouds,0.0,0.0
476,el transito,SV,13.35,-88.35,82.11,88,100,1.88,overcast clouds,0.0,0.0
477,kieta,PG,-6.2167,155.6333,79.5,86,49,4.12,light rain,0.42,0.0
478,altar,MX,30.7,-111.8167,67.87,28,0,8.03,clear sky,0.0,0.0
479,bonthe,SL,7.5264,-12.505,78.44,82,100,5.17,overcast clouds,0.0,0.0
480,ust-omchug,RU,61.15,149.6333,19.44,95,12,3.13,few clouds,0.0,0.0
481,belmonte,BR,-15.8631,-38.8828,74.07,91,100,7.43,overcast clouds,0.0,0.0
482,peterhead,GB,57.5058,-1.7981,56.66,83,94,21.85,overcast clouds,0.0,0.0
483,kuznechnoye,RU,61.12,29.8686,46.99,52,100,10.04,overcast clouds,0.0,0.0
484,vardo,NO,70.3705,31.1107,33.78,64,75,8.05,broken clouds,0.0,0.0
485,porto belo,BR,-27.1578,-48.5531,71.69,67,0,2.93,clear sky,0.0,0.0
486,tres rios,BR,-22.1167,-43.2092,76.19,68,74,1.57,broken clouds,0.0,0.0
487,pamfila,GR,39.1567,26.5217,71.31,56,20,8.05,few clouds,0.0,0.0
488,ilo,PE,-17.6394,-71.3375,65.71,83,87,9.17,overcast clouds,0.0,0.0
489,tiarei,PF,-17.5333,-149.3333,75.22,78,31,4.07,light rain,0.16,0.0
490,beloha,MG,-25.1667,45.05,76.71,63,46,11.48,light rain,0.12,0.0
491,havre,FR,49.5833,0.3333,63.0,67,75,6.91,broken clouds,0.0,0.0
492,north platte,US,41.1239,-100.7654,57.09,87,0,3.44,clear sky,0.0,0.0
493,chiredzi,ZW,-21.05,31.6667,90.84,22,5,1.88,clear sky,0.0,0.0
494,torrington,US,41.8007,-73.1212,50.65,59,100,7.0,overcast clouds,0.0,0.0
495,hofn,IS,64.2539,-15.2082,50.02,93,100,2.3,moderate rain,1.54,0.0
496,chingirlau,KZ,51.095,54.0814,56.71,38,100,11.05,overcast clouds,0.0,0.0
497,bodden town,KY,19.2833,-81.25,84.2,81,20,9.22,few clouds,0.0,0.0
498,kangaatsiaq,GL,68.3065,-53.4641,23.97,87,9,5.91,clear sky,0.0,0.0
499,anadyr,RU,64.75,177.4833,33.49,93,100,7.27,overcast clouds,0.0,0.0
500,bolgar,RU,54.95,49.0667,54.45,46,2,9.33,clear sky,0.0,0.0
501,cervo,ES,43.6702,-7.4101,63.43,72,52,10.27,broken clouds,0.0,0.0
502,verkhoyansk,RU,67.5447,133.385,23.81,94,100,3.8,overcast clouds,0.0,0.0
503,stanger,ZA,-29.3282,31.2895,69.12,73,86,13.98,overcast clouds,0.0,0.0
504,fairview,US,40.8126,-73.999,51.46,59,100,23.02,overcast clouds,0.0,0.0
505,portland,US,45.5234,-122.6762,43.39,90,75,4.61,broken clouds,0.0,0.0
506,shaikhpura,IN,25.15,85.85,93.99,34,34,11.83,scattered clouds,0.0,0.0
507,cedar city,US,37.6775,-113.0619,47.39,42,0,0.0,clear sky,0.0,0.0
508,nizwa,OM,22.9333,57.5333,100.56,15,37,11.9,scattered clouds,0.0,0.0
509,vestmanna,FO,62.1564,-7.1664,47.32,100,100,16.11,light rain,0.0,0.0
510,zhigansk,RU,66.7697,123.3711,33.69,99,100,9.13,light snow,0.0,0.31
511,suratgarh,IN,29.3167,73.9,108.28,8,2,5.57,clear sky,0.0,0.0
512,sicuani,PE,-14.2694,-71.2261,44.46,78,92,3.76,overcast clouds,0.0,0.0
513,druzhba,UA,52.0428,33.9453,61.23,67,100,13.82,overcast clouds,0.0,0.0
514,mulchen,CL,-37.7167,-72.2333,48.06,69,51,2.89,broken clouds,0.0,0.0
515,taltal,CL,-25.4,-70.4833,62.49,68,0,2.64,clear sky,0.0,0.0
516,trindade,BR,-16.6494,-49.4889,78.55,57,74,4.88,broken clouds,0.0,0.0
517,sur,OM,22.5667,59.5289,90.68,50,0,5.35,clear sky,0.0,0.0
518,gambo,CF,4.6482,22.2633,93.16,39,100,4.34,overcast clouds,0.0,0.0
519,monrovia,LR,6.3005,-10.7969,78.4,82,100,5.82,overcast clouds,0.0,0.0
520,buraydah,SA,26.326,43.975,87.94,12,9,4.94,clear sky,0.0,0.0
521,savannah bight,HN,16.45,-85.85,81.5,80,100,12.39,overcast clouds,0.0,0.0
522,bahia blanca,AR,-38.7196,-62.2724,64.98,64,8,16.44,clear sky,0.0,0.0
523,puerto narino,CO,-3.7703,-70.3831,72.27,99,100,1.57,overcast clouds,0.0,0.0
524,markova,UA,48.6758,24.4138,61.83,64,100,3.49,overcast clouds,0.0,0.0
525,novyy urengoy,RU,66.0833,76.6333,32.52,92,100,10.76,overcast clouds,0.0,0.0
526,post falls,US,47.718,-116.9516,36.88,83,75,10.36,broken clouds,0.0,0.0
527,dromolaxia,CY,34.8761,33.586,78.04,61,20,16.11,few clouds,0.0,0.0
528,ereymentau,KZ,51.6199,73.1033,55.53,30,35,9.1,scattered clouds,0.0,0.0
529,monteagudo,BO,-19.8167,-63.9833,64.87,61,26,3.87,scattered clouds,0.0,0.0
530,avera,US,33.194,-82.5271,59.05,76,100,11.14,overcast clouds,0.0,0.0
531,goldsboro,US,35.3849,-77.9928,52.18,81,100,12.66,overcast clouds,0.0,0.0
532,vaasa,FI,63.096,21.6158,48.29,34,0,13.8,clear sky,0.0,0.0
533,preobrazheniye,RU,42.9019,133.9064,44.29,57,5,5.44,clear sky,0.0,0.0
534,gamba,GA,-2.65,10.0,82.99,77,100,9.53,light rain,0.43,0.0
535,puteyets,RU,65.1716,57.091,53.98,75,70,12.39,light rain,0.88,0.0
536,kapuskasing,CA,49.4169,-82.4331,50.99,44,41,8.14,scattered clouds,0.0,0.0
537,dunedin,NZ,-45.8742,170.5036,54.81,90,100,1.99,light rain,0.3,0.0
538,hatfield,GB,51.7634,-0.2242,67.28,55,0,6.91,clear sky,0.0,0.0
539,betare oya,CM,5.6,14.0833,88.32,45,100,3.87,overcast clouds,0.0,0.0
540,labuhan,ID,-6.8844,112.2051,81.84,78,100,0.89,light rain,0.33,0.0
541,boyolangu,ID,-8.1181,111.8935,78.58,91,100,4.41,light rain,0.1,0.0
542,mawlaik,MM,23.6333,94.4167,77.58,89,87,2.42,overcast clouds,0.0,0.0
543,pacific grove,US,36.6177,-121.9166,49.66,85,13,17.0,few clouds,0.0,0.0
544,yulara,AU,-25.2406,130.9889,58.84,29,100,10.36,overcast clouds,0.0,0.0
545,matamoros,MX,25.5333,-103.25,73.51,20,0,0.0,clear sky,0.0,0.0
546,todos santos,MX,23.45,-110.2167,67.15,63,100,6.91,overcast clouds,0.0,0.0
547,cap malheureux,MU,-19.9842,57.6142,79.47,71,1,7.0,clear sky,0.0,0.0
548,mersing,MY,2.4312,103.8405,80.26,85,54,6.11,broken clouds,0.0,0.0
549,conde,BR,-7.2597,-34.9075,83.66,70,75,14.97,broken clouds,0.0,0.0
550,paramonga,PE,-10.6667,-77.8333,65.64,88,77,8.01,broken clouds,0.0,0.0
551,peace river,CA,56.2501,-117.286,34.66,98,100,7.0,overcast clouds,0.0,0.0
552,kaohsiung,TW,22.6163,120.3133,82.35,79,40,3.44,scattered clouds,0.0,0.0
553,stykkisholmur,IS,65.0757,-22.7297,45.18,85,100,6.46,overcast clouds,0.0,0.0
554,kigonsera,TZ,-10.8,35.05,73.36,57,88,5.12,overcast clouds,0.0,0.0
555,dombarovskiy,RU,50.7587,59.5386,60.53,28,13,18.32,few clouds,0.0,0.0
556,jipijapa,EC,-1.3333,-80.5833,71.1,91,100,3.47,overcast clouds,0.0,0.0
557,bilibino,RU,68.0546,166.4372,24.13,97,100,2.66,light snow,0.0,0.21
558,conceicao da barra,BR,-18.5933,-39.7322,80.2,63,100,12.03,overcast clouds,0.0,0.0
